Gemeente,Datum,Medium,Platform,Link,Locatie 1,Vak1,Locatie 2,Vak2,Locatie 3,Vak3,Locatie 4,Vak4,Locatie 5,Vak5,Locatie 6,Vak6
Arnhem,06/22/2008,Social media,Youtube,https://www.youtube.com/watch?v=7dJBb1ba_8w,,,,,,,,,,,,
Arnhem,06/22/2008,Social media,Youtube,https://www.youtube.com/watch?v=9va9sY2W1DU,Sonsbeek,435422,,,,,,,,,,
Arnhem,06/22/2008,Social media,Youtube,https://www.youtube.com/watch?v=KsVaBTGCFcc,Angerenstein 1,434424,Angerenstein 2,434425,Angerenstein 3,435424,,,,,,
Arnhem,06/22/2008,Social media,Youtube,https://www.youtube.com/watch?v=SKbjrXXSYtA,Hommelseweg,435423,,,,,,,,,,
Arnhem,07/26/2008,Social media,Youtube,https://www.youtube.com/watch?v=P-pQJY2zf04,,,,,,,,,,,,
Arnhem,07/06/2009,Social media,Youtube,https://www.youtube.com/watch?v=V4qMzWcK06o,Malburgen-west 1,437422,Malburgen-west 2,438422,,,,,,,,
Arnhem,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=AiICcpgdmQc,Lauwersgracht,436423,,,,,,,,,,
Arnhem,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=FzNX8SfVwVo,,,,,,,,,,,,
Arnhem,06/05/2011,Social media,Youtube,https://www.youtube.com/watch?v=_LMjFStIVF0,Geitenkamp 1,433424,Geitenkamp 2,433425,Geitenkamp 3,434424,,,,,,
Arnhem,06/05/2011,Social media,Youtube,https://www.youtube.com/watch?v=1sGpQtqG5aA,Lauwersgracht,436423,,,,,,,,,,
Arnhem,06/05/2011,Social media,Youtube,https://www.youtube.com/watch?v=FYHqwvLOf2U,Geitenkamp 1,433424,Geitenkamp 2,433425,Geitenkamp 3,434424,,,,,,
Arnhem,08/03/2011,Social media,Youtube,https://www.youtube.com/watch?v=hJmo4qEG5b4,,,,,,,,,,,,
Arnhem,08/03/2011,Social media,Youtube,https://www.youtube.com/watch?v=InTaw4fwpGo,,,,,,,,,,,,
Arnhem,08/03/2011,Social media,Youtube,https://www.youtube.com/watch?v=La1hKBRhhvk,Oranjewachtstraat,437423,,,,,,,,,,
Arnhem,04/29/2014,Social media,Youtube,https://www.youtube.com/watch?v=6gBxjryXDD8,Hotel Groot Warnsborn,433420,,,,,,,,,,
Arnhem,04/29/2014,Social media,Youtube,https://www.youtube.com/watch?v=Fz74mMpqPgA,Hotel Groot Warnsborn,433420,,,,,,,,,,
Arnhem,04/29/2014,Social media,Youtube,https://www.youtube.com/watch?v=Xp51GILSV8s,Sonsbeek,435422,,,,,,,,,,
Arnhem,07/11/2014,Social media,Twitter,https://twitter.com/Jeff026/status/488009997285343233,Oranjewachtstraat,437423,,,,,,,,,,
Arnhem,07/27/2014,Nieuws,BN de Stem,https://www.bndestem.nl/overig/watermuseum-arnhem-gesloten-wegens-wateroverlast~a8fb78e2/?referrer=https://www.google.com/,Sonsbeek,435422,,,,,,,,,,
Arnhem,07/27/2014,Nieuws,Gelrenieuws,https://www.gelrenieuws.nl/2014/07/wateroverlast-teistert-de-regio.html,,,,,,,,,,,,
Arnhem,07/27/2014,Nieuws,Omroep Gelderland,https://www.omroepgelderland.nl/nieuws/2065149/Wateroverlast-in-Gelderland,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Twitter,https://twitter.com/BrengOV/status/493729541253103616,Presikhaaf 1,435425,,,,,,,,,,
Arnhem,07/27/2014,Social media,Twitter,https://twitter.com/HanAltena/status/493823163432980480,Watermuseum,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Twitter,https://twitter.com/henkabma/status/493748292019556353,Arnhem centraal,436422,,,,,,,,,,
Arnhem,07/27/2014,Social media,Twitter,https://twitter.com/henrivanveen/status/493755714746482688,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Twitter,https://twitter.com/Hoefakker/status/493723993636368384,Geitenkamp 1,433424,,,,,,,,,,
Arnhem,07/27/2014,Social media,Twitter,https://twitter.com/Hoefakker/status/493830671668764673,Sonsbeek,435422,,,,,,,,,,
Arnhem,07/27/2014,Social media,Twitter,https://twitter.com/Jacqueline_j66/status/493791101791522818,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Twitter,https://twitter.com/LindaLedderhof/status/493749730963628033,Molenbeke,436424,,,,,,,,,,
Arnhem,07/27/2014,Social media,Twitter,https://twitter.com/maryvanderes/status/493750249912283136,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Twitter,https://twitter.com/mathijsste/status/493720342763147264,Wichard van Pontlaan,435425,,,,,,,,,,
Arnhem,07/27/2014,Social media,Twitter,https://twitter.com/Watermuseum/status/493778793765797888,Sonsbeek,435422,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=2R0W5dK9yjc,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=373MwIi1n9o,Geitenkamp 1,433424,Geitenkamp 2,433425,Geitenkamp 3,434424,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=4NO0AKODnDA,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=70FYuZMu0uQ,Sonsbeek,435422,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=9eHolH79hXY,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=aAyHTaTtQ1A,Sonsbeek,435422,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=aRuOjRu0gns,Hommelseweg,435423,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=B92Ic64BO1g,Koolstraat,435423,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=cSquBp4hXH0,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=dzQ5-h9HhnA,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=geEGJmbKWic,Presikhaaf 1,435425,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=HjvvklAHiWw,Middenweg,434425,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=HWE0dXHTKdY,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=jgK4o8h_lbA,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=MvvzLGt-umE,Plattenburg 1,435424,Plattenburg 2,435425,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=q3PrAhISzM8,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=Raw4r-BG6H0,Rijnstate ziekenhuis,434422,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=rf6pliU5PiQ,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=RJSN86wu25k,Velperweg 1,435424,Velperweg 2,435425,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=rUbx1Uwv730,leuke linde,435423,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=V4qMzWcK06o,Geitenkamp 1,433424,Geitenkamp 2,433425,Geitenkamp 3,434424,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=w-uhWYwNIV4,,,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,https://www.youtube.com/watch?v=ZBVu2NtnIj0,Sonsbeek,435422,,,,,,,,,,
Arnhem,07/27/2014,Social media,Youtube,youtube.com/watch?v=SS67CWKb8vQ,,,,,,,,,,,,
Arnhem,07/27/2014,,Facebook,https://www.facebook.com/martin.tilstra/posts/679521048790759,,,,,,,,,,,,
Arnhem,07/27/2014,,Facebook,https://www.facebook.com/photo.php?fbid=10152355065938897&set=a.10150604283888897&type=3&theater,,,,,,,,,,,,
Arnhem,07/27/2014,,Facebook,https://www.facebook.com/watch/?v=325463947619119,,,,,,,,,,,,
Arnhem,05/30/2016,Nieuws,De Gelderlander,https://www.gelderlander.nl/default/overvloedige-regen-treft-vooral-presikhaaf-bus-rijdt-door-video~a513b7c3/,Presikhaaf 1,435425,Presikhaaf 2,436425,Presikhaaf 3,436426,,,,,,
Arnhem,05/30/2016,Nieuws,Omroep Gelderland,https://www.omroepgelderland.nl/nieuws/2110926/Honderden-meldingen-over-wateroverlast-in-Gelderland-liveblog,,,,,,,,,,,,
Arnhem,05/30/2016,Nieuws,Omroep Gelderland,https://www.omroepgelderland.nl/nieuws/2110937/Zwemmen-en-waterskien-noodweer-in-Gelderland-in-12-opvallende-filmpjes,,,,,,,,,,,,
Arnhem,05/30/2016,Social media,Twitter,https://twitter.com/swartpeh/status/737353721437376516,Presikhaaf 1,435425,Presikhaaf 2,436425,Presikhaaf 3,436426,,,,,,
Arnhem,05/30/2016,Social media,Twitter,https://twitter.com/swartpeh/status/737356422560813056,,,,,,,,,,,,
Arnhem,05/30/2016,Social media,Twitter,https://twitter.com/ThomasWustman/status/737314234804109314,Plattenburg 1,435424,Plattenburg 2,435425,,,,,,,,
Arnhem,05/30/2016,Social media,Facebook,https://www.facebook.com/sjonniesbar.bar/videos/909726415820371/,,,,,,,,,,,,
Arnhem,05/30/2016,Social media,Youtube,https://www.youtube.com/watch?v=Ic_K05XG2Io,Wichard van Pontlaan,435425,,,,,,,,,,
Arnhem,05/30/2016,Social media,Youtube,https://www.youtube.com/watch?v=JMfKmTnt_yM,Presikhaaf 1,435425,Presikhaaf 2,436425,Presikhaaf 3,436426,,,,,,
Arnhem,05/30/2016,Social media,Youtube,https://www.youtube.com/watch?v=k3LC04wX7E8,Spoortunnel Vosdijk,436424,,,,,,,,,,
Arnhem,05/30/2016,Social media,Youtube,https://www.youtube.com/watch?v=QKFeKz5tFXY,,,,,,,,,,,,
Arnhem,05/30/2016,Social media,Youtube,https://www.youtube.com/watch?v=RPZ4HDmz3ok,Presikhaaf 1,435425,Presikhaaf 2,436425,Presikhaaf 3,436426,,,,,,
Arnhem,05/30/2016,Social media,Youtube,https://www.youtube.com/watch?v=ZrYBICylQR0,Wichard van Pontlaan,435425,,,,,,,,,,
Arnhem,05/30/2016,Social media,Youtube,https://youtube.com/watch?v=ow36Cbl4cF4,Velperbroek,436427,,,,,,,,,,
Arnhem,08/30/2017,Social media,Youtube,https://www.youtube.com/watch?v=RJ4vfVF-eQ4,Presikhaaf 1,435425,,,,,,,,,,
Arnhem,08/13/2018,Nieuws,Omroep Gelderland,https://www.omroepgelderland.nl/nieuws/2321810/Wolkbreuken-zorgen-voor-wateroverlast,,,,,,,,,,,,
Arnhem,08/13/2018,Social media,Youtube,https://www.youtube.com/watch?v=DRnkbHTWLts,,,,,,,,,,,,
Arnhem,08/13/2018,Social media,Youtube,https://www.youtube.com/watch?v=tij7AGeG0qA,,,,,,,,,,,,
Enschede,06/29/2009,Social media,Youtube,https://www.youtube.com/watch?v=AP_Wz291Qpo,,,,,,,,,,,,
Enschede,07/03/2009,Social media,Youtube,https://www.youtube.com/watch?v=1JMnU0Wx3yE,Lasondersingel 1,400488,Lasondersingel 2,400489,Lasondersingel 3,400490,,,,,,
Enschede,07/03/2009,Social media,Youtube,https://www.youtube.com/watch?v=BP0eDvZ5o0M,Floraparkstraat,399491,,,,,,,,,,
Enschede,07/03/2009,Social media,Youtube,https://www.youtube.com/watch?v=eGacyUZfkl4,Lasondersingel 1,400488,Lasondersingel 2,400489,Lasondersingel 3,400490,,,,,,
Enschede,07/03/2009,Social media,Youtube,https://www.youtube.com/watch?v=MYFfEYKP8p0,,,,,,,,,,,,
Enschede,07/03/2009,Social media,Youtube,https://www.youtube.com/watch?v=pH49rT3zQGw,,,,,,,,,,,,
Enschede,08/26/2010,Nieuws,RTV Oost,https://www.flickr.com/photos/rtvoost/albums/72157624689584119,,,,,,,,,,,,
Enschede,08/26/2010,Nieuws,RTV Oost,https://www.flickr.com/photos/rtvoost/sets/72157624686106809/,,,,,,,,,,,,
Enschede,08/26/2010,Nieuws,RTV Oost,https://www.rtvoost.nl/nieuws/114632/Wateroverlast-door-regenval,Drienerlo,399485,Prinsessetunnel,401489,,,,,,,,
Enschede,08/26/2010,Nieuws,Tubantia,https://www.tubantia.nl/overig/wateroverlast-in-beeld~aec79258/,,,,,,,,,,,,
Enschede,08/26/2010,Nieuws,Weerwoord,https://www.weerwoord.be/m/1620678,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/_Gijs/status/22189707353,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/AnoukTimmerman/status/22197352365 ,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/Burgemeester/status/22198588523 ,Drienerlo,399485,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/chapter42/status/22164467447,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/Drflexcon/status/22188661648 ,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/drsDannydeVries/status/22189899271 ,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/edonkers75/status/22252629409,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/edwin_v/status/22198207820 ,Hogeland,402490,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/EwoudSmedinga/status/22190241483 ,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/EwoudSmedinga/status/22190611414,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/Graafiez/status/22184716058,Drienerlo,399485,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/HeinzeHavinga/status/22177394137 ,Antaresstraat,400486,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/HennieEdelenbos/status/22190972256 ,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/hesselma/status/22203409946,Drienerlo,399485,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/jdalsem/status/22190827500,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/kjybh/status/22207821826,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/mathys/status/22192163334 ,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/NielsLimbeek/status/22191822480,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/rickwildeman/status/22168558005 ,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/rzenhorst/status/22191527133,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/tubantia/status/22168244327,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/tubantia/status/22183433004 ,Haaksbergerstraat 1,401489,Haaksbergerstraat 2,402489,Haaksbergerstraat 3,402488,Haaksbergerstraat 4,403488,Haaksbergerstraat 5,403487,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/vanmaanen/status/22194286552 ,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Twitter,https://twitter.com/Wimku2/status/22186435629,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=_Kgb8thD7D8,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=_LMSE5o_rFA,Parkweg 1,401488,Parkweg 2,401489,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=3CAzfmt4C4E,Kottendijk,400489,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=4L47Adyihbk,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=8RyKJgEimfo,Twekkelerveld 1,399486,Twekkelerveld 2,400486,Twekkelerveld 3,400487,Twekkelerveld 4,400488,Twekkelerveld 5,401487,Twekkelerveld 6,401488
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=AwyiQ2RWvRs,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=ba0nYW8GWdI,De Heurne,401490,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=-CdZh-ABG6g,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=dN5W3v5ihy8,Haaksbergerstraat 1,401489,Haaksbergerstraat 2,402489,Haaksbergerstraat 3,402488,Haaksbergerstraat 4,403488,Haaksbergerstraat 5,403487,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=EQTeLdMu3JY,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=EXWQBxUkkMA,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=Fbr1XJY0Oqk,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=fUjEYfKf1UU,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=GXSCnda1Ats,Twekkelerveld 1,399486,Twekkelerveld 2,400486,Twekkelerveld 3,400487,Twekkelerveld 4,400488,Twekkelerveld 5,401487,Twekkelerveld 6,401488
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=LPzMAsjkHMU,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=MvyuCTXpR6c,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=n7c8rfdulGI,Moerasspirealaan,401493,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=np9IkOH77b4,Wethouder Beversstraat,402489,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=oG1x6kLc1Ls,,,,,,,,,,,,
Enschede,08/26/2010,Social media,Youtube,https://www.youtube.com/watch?v=oiZKoE0SeOY,Prinsessetunnel,401489,,,,,,,,,,
